542	1906	3
542	1911	1
542	1991	3
542	2025	1
542	2047	1
542	2063	1
542	2149	2
542	2159	1
542	2191	2
542	2245	1
542	2380	1
542	2420	1
542	2450	1
542	2504	3
542	2632	1
542	2636	1
542	2752	2
542	2756	2
542	2795	1
542	2796	2
542	2797	1
542	2839	2
542	2861	3
542	2879	1
542	2913	2
542	2922	2
566	982	1
566	2122	1
566	2191	1
566	2632	1
566	2922	1
566	2980	1
569	812	1
569	1212	1
569	1763	1
621	752	1
621	905	1
621	982	2
621	1025	1
621	1212	2
621	1608	1
621	1763	1
621	1780	1
621	1991	1
621	2047	1
621	2693	1
621	2752	2
621	2797	1
623	917	1
623	2159	2
685	982	2
685	2656	1
685	2715	1
685	2839	1
729	752	2
729	799	1
729	982	1
729	1025	1
729	1212	3
729	1402	1
729	1617	1
729	2191	1
729	2623	1
729	2636	1
729	2656	2
729	2752	1
729	2792	1
729	2884	1
748	1242	1
748	2636	1
752	905	1
752	982	4
752	1006	1
752	1025	1
752	1175	1
752	1212	3
752	1242	1
752	1454	1
752	1617	1
752	1763	1
752	2191	1
752	2501	1
752	2623	1
752	2656	2
752	2688	1
752	2693	1
752	2795	1
752	2861	2
776	1037	1
776	1400	1
776	1763	1
776	2122	1
776	2323	1
776	2450	1
776	2632	1
776	2913	1
799	982	2
799	1025	1
799	1175	1
799	1212	1
799	1763	1
799	1991	1
812	982	1
812	1763	4
812	1863	3
812	1991	1
812	2380	1
826	1025	1
826	1763	1
826	1991	1
826	2501	1
826	2623	1
826	2922	1
837	2283	1
882	905	1
882	1262	1
882	2122	1
882	2792	1
882	2913	1
882	2922	1
905	908	1
905	1025	2
905	1212	2
905	1608	1
905	1617	1
905	1780	1
905	1906	2
905	1911	1
905	2191	1
905	2198	1
905	2393	1
905	2455	1
905	2636	1
905	2656	3
905	2695	1
905	2734	1
905	2806	2
905	2879	1
905	2922	1
905	2980	1
908	1025	1
908	2239	1
908	2283	1
908	2421	1
917	982	1
917	1212	2
917	2063	1
917	2734	1
982	1025	5
982	1212	22
982	1258	1
982	1454	2
982	1681	1
982	1720	3
982	1763	10
982	1780	6
982	1807	1
982	1863	1
982	1869	1
982	1991	2
982	2025	1
982	2122	4
982	2149	2
982	2159	2
982	2191	3
982	2202	1
982	2245	2
982	2283	1
982	2380	1
982	2504	1
982	2636	1
982	2656	7
982	2685	2
982	2688	1
982	2693	1
982	2715	1
982	2734	1
982	2752	5
982	2756	1
982	2792	4
982	2795	1
982	2796	2
982	2797	3
982	2839	1
982	2840	1
982	2861	3
982	2884	1
982	2922	3
1006	1025	2
1006	1091	2
1006	1212	1
1006	1242	1
1006	1869	1
1006	2263	1
1006	2688	1
1006	2693	1
1006	2884	1
1025	1091	1
1025	1175	1
1025	1212	8
1025	1402	1
1025	1617	1
1025	1763	9
1025	1780	4
1025	1807	1
1025	1863	2
1025	1869	1
1025	1906	1
1025	1991	3
1025	2025	1
1025	2027	1
1025	2122	1
1025	2159	3
1025	2245	1
1025	2263	1
1025	2283	2
1025	2420	1
1025	2421	1
1025	2450	1
1025	2478	1
1025	2636	2
1025	2656	5
1025	2715	3
1025	2752	3
1025	2756	2
1025	2796	3
1025	2806	2
1025	2861	1
1025	2884	2
1037	2450	1
1037	2504	2
1037	2632	1
1091	1212	1
1091	1454	1
1091	1763	1
1091	1863	1
1091	2636	1
1091	2688	1
1091	2797	1
1171	1763	1
1171	2147	1
1171	2159	1
1171	2191	1
1171	2636	1
1171	2797	1
1175	1763	1
1175	2027	1
1175	2191	1
1175	2380	1
1175	2795	1
1175	2797	1
1186	1763	1
1186	2027	1
1186	2159	3
1186	2797	1
1212	1258	1
1212	1401	1
1212	1608	1
1212	1617	1
1212	1763	8
1212	1780	4
1212	1869	1
1212	1906	1
1212	1911	1
1212	1991	1
1212	2025	1
1212	2027	1
1212	2047	1
1212	2063	1
1212	2122	2
1212	2191	3
1212	2202	2
1212	2380	1
1212	2478	1
1212	2504	1
1212	2636	2
1212	2656	5
1212	2695	1
1212	2715	1
1212	2734	1
1212	2746	1
1212	2752	4
1212	2756	1
1212	2792	2
1212	2795	1
1212	2796	1
1212	2797	3
1212	2806	1
1212	2840	1
1212	2861	5
1212	2879	1
1212	2913	1
1212	2922	4
1242	2122	1
1242	2693	1
1258	1262	2
1258	1720	1
1258	1763	1
1258	1780	2
1258	1906	2
1258	1911	1
1258	2149	1
1258	2191	1
1258	2202	1
1258	2450	1
1258	2656	3
1258	2685	2
1258	2752	1
1258	2839	1
1258	2861	1
1258	2922	2
1262	1906	1
1262	2202	1
1262	2656	1
1262	2685	2
1262	2861	1
1262	2922	1
1400	2283	1
1400	2636	1
1400	2796	2
1400	2913	1
1402	1763	1
1402	2159	1
1402	2198	1
1402	2656	2
1402	2795	1
1402	2797	1
1402	2913	1
1454	1763	2
1454	2861	1
1454	2922	1
1608	2047	1
1608	2283	1
1608	2393	1
1617	1763	2
1617	1780	2
1617	1863	1
1617	1906	1
1617	2159	1
1617	2752	2
1617	2792	2
1617	2861	1
1681	2159	1
1720	1780	1
1720	1863	1
1720	1906	1
1720	1911	1
1720	2122	1
1720	2149	4
1720	2239	1
1720	2450	1
1720	2656	2
1720	2685	1
1720	2792	1
1720	2797	1
1720	2839	1
1720	2922	1
1737	1763	1
1737	2191	1
1737	2455	2
1763	1780	5
1763	1863	5
1763	1869	1
1763	1906	9
1763	1911	2
1763	1991	6
1763	2027	1
1763	2063	2
1763	2122	4
1763	2149	1
1763	2159	3
1763	2191	2
1763	2202	1
1763	2283	4
1763	2323	3
1763	2329	1
1763	2380	2
1763	2393	1
1763	2478	1
1763	2501	2
1763	2547	1
1763	2636	5
1763	2656	1
1763	2685	2
1763	2695	1
1763	2715	1
1763	2734	1
1763	2752	3
1763	2756	1
1763	2796	1
1763	2839	1
1763	2861	2
1763	2879	1
1763	2922	2
1780	1863	1
1780	1906	3
1780	1911	1
1780	1991	1
1780	2122	3
1780	2149	1
1780	2159	1
1780	2191	1
1780	2380	1
1780	2450	1
1780	2547	1
1780	2656	4
1780	2746	1
1780	2752	10
1780	2792	1
1780	2839	1
1780	2922	3
1807	2122	2
1807	2149	1
1807	2693	1
1807	2695	1
1863	1906	1
1863	1991	1
1863	2025	1
1863	2122	2
1863	2149	1
1863	2159	1
1863	2380	1
1863	2636	1
1863	2685	1
1863	2756	1
1863	2792	1
1863	2922	1
1869	2323	1
1869	2797	1
1906	1911	5
1906	2149	1
1906	2159	1
1906	2202	1
1906	2323	1
1906	2450	1
1906	2501	2
1906	2656	1
1906	2685	2
1906	2839	1
1906	2861	1
1906	2922	2
1911	2149	1
1911	2450	1
1911	2501	1
1911	2685	1
1911	2839	1
1911	2922	1
1991	2283	1
1991	2380	1
1991	2752	1
1991	2922	1
2025	2380	1
2025	2752	1
2025	2922	1
2027	2149	1
2027	2159	1
2027	2478	2
2027	2806	2
2027	2839	1
2047	2263	1
2047	2715	1
2047	2796	1
2063	2191	1
2122	2149	1
2122	2159	1
2122	2191	1
2122	2202	1
2122	2323	1
2122	2632	1
2122	2656	2
2122	2693	1
2122	2695	1
2122	2746	1
2122	2752	1
2122	2756	1
2122	2792	2
2122	2839	1
2147	2796	1
2147	2861	1
2149	2239	1
2149	2450	1
2149	2656	3
2149	2746	1
2149	2795	1
2149	2797	1
2149	2839	2
2149	2922	1
2159	2245	1
2159	2623	1
2159	2715	1
2159	2734	1
2191	2283	1
2191	2656	2
2191	2752	1
2191	2922	1
2198	2501	1
2198	2636	1
2198	2656	1
2198	2795	1
